username,tweet_url,full_text
kabarbursacom,https://x.com/kabarbursacom/status/1795365650908790841,Kendaraan Listrik Diklaim Lebih Unggul dari Kendaraan BBM https://t.co/CRj7U7OVeE #KementerianESDM #Kendaraanlistrik #MobilListrik #MotorListrik #PLN #SPKLU
kompascom,https://x.com/kompascom/status/1795333822416052663,Pabrikan mobil listrik asal China Neta mengonfirmasi bahwa masih punya satu model andalan yang bakal meluncur di Indonesia. https://t.co/ga9BIRkaTN
muhyunan,https://x.com/muhyunan/status/1786628405729059136,@AzzamIzzulhaq unroll please @threadreaderapp
wegaws91,https://x.com/wegaws91/status/1773971559272907049,@SelebtwitMobil Yang lebih sempit lagi mobil listrik yang dikonversi dari sasis mobil ICE macam Kona EV gen 1. Duduk di baris keduanya berasa jongkok karena jarak kursi dengan lantai yang rendah.
AutonetMagz,https://x.com/AutonetMagz/status/1784039681606504936,Sidak insfrastruktur SPKLU untuk mobil listrik PLN Icon Plus gelar EV Journey Experience dari Jakarta ke Mandalika https://t.co/2mShcwk5x2 https://t.co/DwrEfPPqXO
gigih_mustika,https://x.com/gigih_mustika/status/1790416554016063990,@lhayesno Ganti baterai=turun mesin Coba kak hitung2 yNg konvensional. Kalo saya sih dengan harga mobil konvensional vs listrik secara perawatan dan konsumsi bahan bakar menang listrik. Gua emang gak punya mobil. Tapi gua punya motor listrik dan konvesional harga yang sama.
s_b_darmawan,https://x.com/s_b_darmawan/status/1752671714725761144,@wisnusuryapr Kuliah di Luar negeri di bayarin kuliah dlm negeri diutangin. Situ waras?
denken_29,https://x.com/denken_29/status/1789927931214491904,@investorgabut Oversupply... Pada akhirnya seperti perangkat telekomunikasi 4G dibuang ke sini... eh maaf maksud saya digunakan ulang ke Indonesia supaya bisa dinikmati oleh bangsa Indonesia atas nama sinyal pelosok gratis... Heuheuheu
harituday_,https://x.com/harituday_/status/1788455030493995165,@MuhadklyAcho Bener padahal suka banget jalan apalagi kalo cuaca mendukung tapi apalah daya cewe kalo ga liatin dari atas ke bawah ya di suit suitin 
jolayaw,https://x.com/jolayaw/status/1788414188613984535,@MuhadklyAcho Cuaca 35 40 ngini jalan kaki sini yg nulis coba buktikan
KTabahawa,https://x.com/KTabahawa/status/1758445385037820405,@_haye_ BBM subsidi dipotong dari Oktober 2024 Ntar makan gratis nya 2029 Keren
geloraco,https://x.com/geloraco/status/1792924077797056862,Pengamat: Starlink Hasil 'Tukar Guling' Proyek Ekosistem Mobil Listrik Elon Musk yang Batal Masuk https://t.co/GVLRzimn2F
yanlecunt,https://x.com/yanlecunt/status/1790403254217835003,@lhayesno Subsidi kendaraan ev gak diitung? https://t.co/G5K96gqQLb
mikkikoda,https://x.com/mikkikoda/status/1788426563463319714,@MuhadklyAcho Soalnya setiap jalan kaki di klakson mulu jadi males aja buat jalan kaki
pln_jabar,https://x.com/pln_jabar/status/1789601880924110960,Jalan bareng Bestie pakai kendaraan listrik siapa takut? #pln #plnjabar #plnmobile #BarayaUIDJabar #SPKLU #SPKLUPLN #electrifyinglifestyle #electricvehicle https://t.co/nXMUnLJ33e
CantYouSeeeee,https://x.com/CantYouSeeeee/status/1749994638130524597,@mouldie_sep Dari HP yg mana atu ni Om ?
Beritasatu,https://x.com/Beritasatu/status/1794150776606208323,Mobil Listrik GAC Aion Y Plus Uji Coba di Jalanan Jabodetabek Tanpa Kamuflase https://t.co/3f7dPNuNZ0 #beritasatu #news #berita
nanonux,https://x.com/nanonux/status/1788417792527737344,@MuhadklyAcho Sepeda listrik akan membuat perhitungan tahun depan semakin menurun.
andriudin09,https://x.com/andriudin09/status/1786740455591563592,@AzzamIzzulhaq yang ngurus negara yak otaknya.........anda bisa menilai lah
whreverur21,https://x.com/whreverur21/status/1745856856722206803,dia blg dia kmrn itu udh melakukan kebijakan2 untuk mobil listrik (ak kira dia jg subsidi mobil listrik TRNYT GAK) yg dia mau itu org2 pake tranportasi umum trus transportasi umumnya pake yg listrik krn klo subsidi pake uang pajak ms dikasih ke org kaya buat beli mobil listrik
rizqyirsyad,https://x.com/rizqyirsyad/status/1753294738088935619,@ainunrozi @tanyakanrl Ya ndak tau kok tanya saya.
idntalk_com,https://x.com/idntalk_com/status/1787981022505914714,Harga Baterai Dunia Turun Harga Mobil Listrik Tak Otomatis Turun | Kontan News https://t.co/uOn80idddM
VIVAcoid,https://x.com/VIVAcoid/status/1783066245014909142,Datang ke Jerman Menperin Singgung Mobil Listrik Kapan Volkswagen Bikin Baterai? https://t.co/peZKy4GKhi #Ramadan https://t.co/eYevuoY04c
twa767,https://x.com/twa767/status/1786554609617822068,@AzzamIzzulhaq Sebenernya China banyak sih bikin pesawat baik licensed copy unlicensed maupun desain asli. Contohnya.. 1. Shanghai Y-10 original design (1980s) 2. Xian JH-7 original design (1980s) 3. Xian MA-60 improvement model based on AN24 and Xian Y-7 https://t.co/trltsPB30L
jakesvarna,https://x.com/jakesvarna/status/1789125228112871768,@NOTASLIMBOY Tamiya turun harga juga ?
detikoto,https://x.com/detikoto/status/1762020440799674567,Daftar Harga Mobil Listrik yang Dapat Subsidi Tahun 2024 https://t.co/wZuVWs7Ohw
pejuangtimur98,https://x.com/pejuangtimur98/status/1786635022822510844,@AzzamIzzulhaq Sedih amat ya berpuluh tahun Jepang menjajah Indonesia dgn teknologi mobilnya dan entah bertahun2 yg akan datang akan kita terus dijajah dengan produk China Jepang dan negara2 lainnya 
BumnDprRapi,https://x.com/BumnDprRapi/status/1784823132483879383,Wah sekarang sudah enggak perlu khawatir lagi mudik perjalanan jauh dengan mobil listrik! Kini PLN sudah menghadirkan Stasiun Pengisian Kendaraan Listrik Umum (SPKLU) di seluruh rest area yang tersebar di sepanjang Tol Trans Sumatra-Jawa. https://t.co/rlJqLLfZHE
Pratama84413515,https://x.com/Pratama84413515/status/1753246699676749829,@worksfess Menguntungkan banget kalo pake mobil listrik ga pusing mikirin ganjil genap apa lagi Wuling BingouEv
detikoto,https://x.com/detikoto/status/1794205760370721209,Kata Elon Musk soal AS 'Lindungi' Negaranya dari Serbuan Mobil Listrik China https://t.co/QyOUYmbOHy
Fayfaye_,https://x.com/Fayfaye_/status/1760668241461145739,@sociotalker Esemka versi electric
azwar6102,https://x.com/azwar6102/status/1742856662367801614,Dikurangi untuk subsidi mobil listrik motor listrik dan IKN?
gita_gtandini,https://x.com/gita_gtandini/status/1789334836978823338,@dwnews Daripada boikot produk Israel lebih baik boikot mobil listrik karena dampak negatif produksi mobil listrik akibat tambang lithium nikel dll lebih berbahaya bagi kelestarian lingkungan hidup di banyak tempat di dunia.
politikana,https://x.com/politikana/status/1793686433812865181,Pemerintah Indonesia mentargetkan 2 juta unit mobil listrik dan 13 juta unit kendaraan listrik roda dua mengaspal pada 2030 https://t.co/sPWC0F0EVT
Marco_Alfa20,https://x.com/Marco_Alfa20/status/1786417294731772059,@AzzamIzzulhaq @Dedy_Haera Mereka bisa maju karena di negaranya itu akan di hukum mati jika ada yang korupsi. Beda jauh dengan Indonesia yang pengadaan Al-Qur'an saja dikorupsi. Di sini yang jujur diam. Yang TOLOL banyak.
ramsezrr,https://x.com/ramsezrr/status/1760964180063232033,@sociotalker Lort semua di duitin
ramadhandaniel,https://x.com/ramadhandaniel/status/1786555470318371322,@AzzamIzzulhaq oh ternyata buatan china sebagai player game @AirlinesManager sempet terheran di katalog game ada pesawat C919 dan baru saya lihat beberapa hari yg lalu dikira punya A &amp; B ternyata punyanya C.
vnderayaki,https://x.com/vnderayaki/status/1788738902536462814,@MuhadklyAcho Males mah males aja jangan malah nyalahin pemerintah 
golongansahaja,https://x.com/golongansahaja/status/1780970083332088134,@SelebtwitMobil Mana nyicil lagi 
uip3b_sulawesi,https://x.com/uip3b_sulawesi/status/1786558164076519777,PLN juga berinovasi mengembangkan 2.000 unit SPKLU pada tiang listrik (Pole Mounted) yang tersebar di seluruh Indonesia. #PLNMobile #ElectricVehicle
ryandzhunter,https://x.com/ryandzhunter/status/1753272698669810063,@ainunrozi @tanyakanrl karena pemerintahnya kan g naek transportasi umum seringnya tet tot tet tot uwiw uwiw di jalan
ehhhraii,https://x.com/ehhhraii/status/1760889366157873612,@sociotalker jdi pengen ngeluarin pantun jarjit
VoxYouths,https://x.com/VoxYouths/status/1765904151668748373,TERBONGKAR! Dampak Negatif Mobil Listrik Bagi Lingkungan yang Jarang Diketahui! #News #Mobillistrik #Dampaknegatif #ElectricVehicles #TechNews https://t.co/USSxJ4ltSZ
allbevine,https://x.com/allbevine/status/1785452147959910621,@ridwanhr Ini sistem nya yg sewa itu ya?
Redgerbil5,https://x.com/Redgerbil5/status/1760912495416668387,@sociotalker Asal pekerjanya 99% lokal gak apa2 sih tapi yg bakal terjadi tidak seperti itu. Yg perlu Pabrik eropa / USA / timtengah jadi gak dikasih remah2 seperti ini sama Zhongguo.
Suwarno37530152,https://x.com/Suwarno37530152/status/1791278478270320732,@lhayesno Ganti pakai andong Selain bisa menghasilkan uang juga ramah lingkungan... tentunya...sisa bahan bakar kudanya bisa buat pupuk komposs...
Baketrans,https://x.com/Baketrans/status/1772150299454513590,Supaya baterai kendaraan listrik kalian lebih awet dan tahan lama ternyata pemakaiannya tidak boleh sembarangan loh. Nah #SobatBijak yang punya mobil listrik ataupun berencana untuk membeli mobil listrik wajib simak info berikut ini nih! #MenghubungkanIndonesia https://t.co/xLVE3mWlxE
Arie_Kriting,https://x.com/Arie_Kriting/status/1788408873793335592,@MuhadklyAcho Terus Kang @solehsolihun selalu tersenyum toxic setiap saya bahas soal trotoar. ️
KATADATAcoid,https://x.com/KATADATAcoid/status/1777554577375781007,Pabrik Baterai Mobil Listrik Pertama RI Siap Beroperasi pada Mei 2024 https://t.co/Hly1zpk4cg
kynmngla,https://x.com/kynmngla/status/1790333573733687465,@lhayesno Orang2 yg beli mobil listrik udah ga mikir untung rugi
doh_boo,https://x.com/doh_boo/status/1788429366869020695,@MuhadklyAcho Mau nangis banget si ini kalo jalan. Padahal mah seneng banget jalan karna bisa mampir2.
HandaliBen12382,https://x.com/HandaliBen12382/status/1760864463941677384,@sociotalker Lebih mudah jualan sendok garpu dibanding jualan battery mobil listrik berbasis nikel jepang sdh memgembangkan bat dgn sodium nikelnya memang utk sendok garpu saja dan lain lain
invisible_mann_,https://x.com/invisible_mann_/status/1760929452220195317,@sociotalker Telattt mobil cina udah dari kapan tau masuk sini
mediaindonesia,https://x.com/mediaindonesia/status/1762414085868769528,Dalam rangka menggenjot penggunaan kendaraan listrik pemerintah kembali memangkas pajak untuk pembelian mobil dan bus listrik tertentu. https://t.co/kDogNnAjHg
lemonmarmalady,https://x.com/lemonmarmalady/status/1748522508842873011,Aneh bgt malah mobil listrik yg jelas2 above 300jt malah disubsidi. Lu kalo mau beralih ke EV krn menurut lu lebih r4maH Lin9kuN9aN tuh banyakin bis2 listrik bukan subsidi mobil mahal buat org kaya. Aneh emg negri ini
ningnungnangnin,https://x.com/ningnungnangnin/status/1788427326931574807,@MuhadklyAcho Trotoar dibagusin yg punya mobil mtor protes. Angkutan umum dibanyakin protes karena bikin macet. Emg perlu nambah mobil listrik aja
JWTseries,https://x.com/JWTseries/status/1786823892755169667,@AzzamIzzulhaq mirisnya negara ini ketika banyaknya harta dari negeri kepulauan yang beredar dan membantu industri negara lain malah gak ada support sama sekali dari tanah kelahiran. sangat di sayangkan
Ninjahatori941,https://x.com/Ninjahatori941/status/1753369941036986595,@ainunrozi @tanyakanrl Apa yang diharapkan dari regulator merangkap pengusaha .
SINDOnews,https://x.com/SINDOnews/status/1795081411051057622,Apa Keunggulan Baterai Solid State Dibandingkan NCM dan LFP di Mobil Listrik? https://t.co/gxxY6mQBdH
InfoHumasBMKG,https://x.com/InfoHumasBMKG/status/1785860167571267982,7) Selain itu PLN juga menyiapkan electric vehicle charging dengan rincian Stasiun Pengisian Kendaraan Listrik Umum (SPKLU) Ultra Fast Charging (UFC) sebanyak 12 unit SPKLU Standard Charging (SC) sebanyak 26 unit dan SPLU 20 unit.
CoenDan,https://x.com/CoenDan/status/1794036810815053991,@SelebtwitFess Enggak. Saat ini moblis cuma cocok buat mobil kedua atau ketiga dan udah punya mobil bbm dulu untuk mobil utamanya
VIVAcoid,https://x.com/VIVAcoid/status/1794275600737476979,Harga Hyundai Kona Electric Rakitan Lokal Dijual Rp 500 Jutaan Siap Jegal Mobil Listrik China https://t.co/QvK0BhF6Ux
lhayesno,https://x.com/lhayesno/status/1793602413494227430,Berapa hal yang menjadikan mobil listrik terbakar penyebabnya adalah: 1. Pengisi daya yang tidak sesuai 2. Pengisian daya yang berlebihan 3. Cacat pada baterai https://t.co/yE30RNSNkH
rmol_id,https://x.com/rmol_id/status/1758142008500330728,Resmi Mengaspal di Indonesia Ini Harga Mobil Listrik Mitsubishi L100 EV #MobilListrikMitsubishi #L100EV #Mitsubishi #MobilListrik #RMOL https://t.co/NdF0mZ3hNv
ridwanhr,https://x.com/ridwanhr/status/1785281237755777487,Gile mobil listrik baru harganya banting bantingan gini Neta V yang awalnya masuk di harga 378 juta sekarang jadi 200 jutaan doang faceliftnya Tapi sekarang rakit lokal baterai sedikit lebih kecil range sama Adas lengkap sampe bisa nyetir sendiri ada apple carplay pula https://t.co/wv21ChZu0j
hi_danti,https://x.com/hi_danti/status/1788409153775693998,@MuhadklyAcho Emang paling pinter pemerintah kita karena masyarakatnya malas aktivitas fisik (sesederhana jalan kaki) nanti case diabetes hipertensi jantung koroner makin melambung. Biaya kesehatan makin tinggi klaim ke rs makin nunggak. Emang pinter banget 
4rdn4n,https://x.com/4rdn4n/status/1782563312905183297,@SelebtwitMobil Kecuali orang menemukan alternatif lithium
detikoto,https://x.com/detikoto/status/1795737676127310283,Mobil Hybrid Bakal Dikasih Insentif Begini Tanggapan Produsen Mobil Listrik https://t.co/FailWm5cDe
Bisniscom,https://x.com/Bisniscom/status/1793504663742083389,Hyundai Siap Umumkan Harga Resmi PalisadeXRT dan Mobil Listrik Kona https://t.co/FNYo3YCypv
DelpieroAndrea2,https://x.com/DelpieroAndrea2/status/1752546174366793769,@worksfess mobil listrik apa aja klo penggunaanya di jakarta mah worth it2 aja soalnya bebas ganjil genap. btw mobilnya wuling yg satu ini kece jg designnya namanya binguo ya ternyata.
senyuuumdoong,https://x.com/senyuuumdoong/status/1758437826641985739,Yth @prabowo Hilangkan Subsidi BBM agr pemakai Mobil hanya yg MAMPU sj. subsidi :Angkot Anak sekolah flat 10 rb/ltr -transport umum Listrik Wajib. ( Bus dalam kota Travel ) - Bus Antar Kota- Prop. Subsidi flat 14.000 Subsidinya alihkan ke Makan vitamin anak sekolah.
justaufar,https://x.com/justaufar/status/1768630068371452240, Nyolongnya sebagian kelas menengah ini lewat tekanan kebijakan juga. Maunya bensin subsidi pajak mobil rendah protes infrastruktur protes industrialisasi manufaktur protes listrik murah (via PLTU) protes hilirisasi dll Modal comot judul berita clickbait utk justifikasi
vinchanii,https://x.com/vinchanii/status/1777036679087550749,@ridwanhr Coba cek ini ya guys.. https://t.co/bc6MYIVR71
im_yoopa,https://x.com/im_yoopa/status/1788443981929722340,@MuhadklyAcho Tapi trotoar Jakarta dan kota2 lain makin berbenah dan makin bagus.
RaniSaputri90,https://x.com/RaniSaputri90/status/1789943624559460434,@investorgabut Avanza aja 200an. Mana mungkin Tesla 100an.
detikcom,https://x.com/detikcom/status/1774751813205717136,Dokter wanita di Jambi tewas menabrak tiang listrik usai dikejar dan diteriaki maling mobil. Lalu bagaiamana kronologi kejadiannya? via @detik_sumbagsel https://t.co/vmAYXYZKqb
kompascom,https://x.com/kompascom/status/1795413868564693302,Produk GAC Aion bakal memiliki nilai jual tinggi dan siap bersaing dengan mobil listrik lainnya. https://t.co/TV0KwIiAO2
KhusnulRizqi,https://x.com/KhusnulRizqi/status/1786426130008088703,@AzzamIzzulhaq Klo diingat bikin sedih dan geregetan... Peluang jd negara maju didepan mata akhirnya pupuss gara2 orang yg hanya mementingkan perutnya sndiri...
detikcom,https://x.com/detikcom/status/1791436000264339493,Polisi menangkap sindikat maling mobil yang membenturkan korbannya ke tiang listrik di Bogor. Mobil yang dicuri itu sebelumnya dijual ke korban Rp 100 juta. https://t.co/EShI7wykQs
bawono_geo,https://x.com/bawono_geo/status/1790429410270802247,@lhayesno kalau masuk mobil hodrogen jg kelar ini mobil listrik
ryandzhunter,https://x.com/ryandzhunter/status/1789067659830755587,@NOTASLIMBOY yg sedih itu yg beli neta v awal2 eh udah ada neta v ii aja
rustamanuus158,https://x.com/rustamanuus158/status/1795452589309333567,@Udang_Rebon3 @AfifFuadS kl banser protes ..di tarik lg jatahnya hhhh
asfan_warah,https://x.com/asfan_warah/status/1785499466709323842,@ridwanhr itu harga segitu dg baterei skema beli apa sewa?
janjajanjaaan,https://x.com/janjajanjaaan/status/1760918513915662487,@sociotalker tahun 1960an korsel china indo ekonominya sama tahun 2024 china korsel udah sangat melejit ekonominya karena mindset mereka berkembang terus mindset pemerintah kita knp ga pernah berkembang ya? harusnya ikut membantu umkm jadi pelaku global bukan terus datengin investasi asing
aminoto7,https://x.com/aminoto7/status/1750377719165268019,@detikcom Knp media gak ada yg cek lsg ke Tesla kalo tdk salah kan ada yg jual disini cek speknya kan jadi clear berani ?
KompasData,https://x.com/KompasData/status/1776096991472406558,China Komplain ke WTO Soal Subsidi Mobil Listrik AS #Video #AdadiKompas https://t.co/5PNNibWHjE
boydenova13,https://x.com/boydenova13/status/1787123793368080600,@AzzamIzzulhaq Kenapa seperti itu? Karna budaya raup untung untuk kaum elitenya turun temurun coba ada yg memutus budaya tsb dan kita menganut paham berdikari saya yakin kita akan bersaing dgn China Rusia dan AS..
Haibara25,https://x.com/Haibara25/status/1782575901798182961,@SelebtwitMobil aku kmren mau beli ssd nvme 1tb. awalnya harga 650 okelah beli 2024 krn mau nabung dulu. lama2 kok naik jadi 800 eh skrg kok malah 1jt an. yowis gak jadi beli wkkwkk
dioaditya_,https://x.com/dioaditya_/status/1764786671080390674,Negara ngasih subsidi mobil listrik pembangkitnya masih mayoritas pake batubara. Cerdas
kejutam,https://x.com/kejutam/status/1788423222662455347,@MuhadklyAcho RILMIN!!!! trotoar ga beres rebutan sama pedagang tenda disuit2 ngabers jelek blm kalo ada yg nguntit. pdhl dulu pas kuliah masih kos aku lebih suka jalan kaki daripada naik motor.
si_energi,https://x.com/si_energi/status/1792603316553396392,111 unit SPKLU akan ditambahkan di berbagai ruas tol di Indonesia dengan melibatkan Asosiasi Pengusaha Rest Area Indonesia (APRESTINDO). #PLNSiagaIdulFitri1445H #MudikAsyikPLN2024 #PakaiMolisMakinAsyik #PLNMobileProliga2024 #JakartaElectricPLN https://t.co/fDswkDA3uf
MaliminRinaldi,https://x.com/MaliminRinaldi/status/1786560725584077207,@AzzamIzzulhaq Jangan kaget dgn kemajuan industri/teknologi China sekarang mereka sdh punya modal ( industri dan teknologi ) sebelum China membuka diri di awal era 1980an Setelah era itu mereka melompat dgn cepat dan maju secara sistimatis strategis dan terukur Ini kesalahan mendasar kita
sw33tb00ba1,https://x.com/sw33tb00ba1/status/1760861316858917273,@sociotalker Kan utk makan pasti perlu garpu sama sendok kan? Sekelas makan siang gratis dng biaya 15k/org bisa bergizi dan membuat generasi Indonesia emas bisa ciptakan mobil handphone &amp; lainny keren omonny di tiktok aj resep makanan sehat itu under 30k/porsi lah ini 15k blm makananny aj
fyasof83,https://x.com/fyasof83/status/1786397467564728542,@AzzamIzzulhaq Kalau masih ada Luhut dan Bahlil... Indonesia gak bakalan bisa maju
MSNindonesia,https://x.com/MSNindonesia/status/1793492221070651609,Penjualan Mobil Listrik April 2024 Terkoreksi Wuling Cloud EV Terlaris https://t.co/npFVxg7KGR
tempodotco,https://x.com/tempodotco/status/1793539679557439728,Voltron Sediakan Enam Mesin SPKLU di Batavia PIK https://t.co/7nMWUxxU8v #GoOto
jimnyAslidik,https://x.com/jimnyAslidik/status/1790234318851461293,@lhayesno Dengan kenaikan harga bbm berbasis fosil kemudian perubahan iklim tenaga listrik untuk kendaraan mulai masuk akal
detikcom,https://x.com/detikcom/status/1790986286561677745,Tiga pelaku pencurian mobil yang membenturkan korban ke tiang listrik di Kota Bogor ditangkap polisi. Begini tampang ketiga pelaku sadis itu. https://t.co/q3YqKkZUDk
cnbcindonesia,https://x.com/cnbcindonesia/status/1790999563006104026,PLN Bakal Tambah 111 SPKLU di Berbagai Lokasi Rest Area https://t.co/cEPydL8pZl
MSNindonesia,https://x.com/MSNindonesia/status/1793432325390258522,[POPULER OTOMOTIF] Mobil Alami Rem Blong Kenapa Tidak Cabut Kunci | Rush Kuasai Segmen Low SUV April 2024 | Investasi Mobil Listrik Lebih Menguntungkan Indonesia Dibanding Hybrid https://t.co/4qsTygqVJi
100kpjcom,https://x.com/100kpjcom/status/1770585891687506300,Harga All New Hyundai Kona EV Buatan RI Bersaing dengan Mobil Listrik China https://t.co/nbMUOWc7kb
iaayayaw,https://x.com/iaayayaw/status/1753245816276636071,@ainunrozi @tanyakanrl Kurang kenceng suaramuu banggg!!!
arethesunshine,https://x.com/arethesunshine/status/1788452409053995116,@MuhadklyAcho Pejalan kaki malah diklaksonin motor tuh gimana konsepnya
void_cure,https://x.com/void_cure/status/1749081576091340908,@admn_yami penjelasan lebih jelas dibanding cawapres tsb o7
erickeman,https://x.com/erickeman/status/1789922765849436301,@investorgabut akan ada saatnya mobkas EV tangan pertama akan langsung jadi scrap karena ga laku dan harga ganti komponen baterai ga worth it.
kongwannabe,https://x.com/kongwannabe/status/1788407353051934986,@MuhadklyAcho Trotoar dilebarin malah buat jualan
Wijen33599280,https://x.com/Wijen33599280/status/1760852950552056071,@sociotalker Dikibulin lagi ama china menlend tapi kenapa mereka gak sadar yah?? Coba tanya TOT kereta cepat sudah belahar apa dari sana?? 
tempodotco,https://x.com/tempodotco/status/1793212261106147630,Harga Spesial Mobil Listrik Neta V-II Rp 299 Juta Bergaransi Seumur Hidup https://t.co/XCTSSxCnFo #GoOto
aken_zank,https://x.com/aken_zank/status/1795726877665202459,@muhararpajidi @innovacommunity Betul yg logis aja dulu saat ini mah... Apalagi isi dompet ngepres pisan geus NU Aya Weh di syukuri 
loopseey,https://x.com/loopseey/status/1788586912812507582,@MuhadklyAcho Gua jalan kaki kalo tujuannya masih bisa keliatan pake mata. Gua nyumbang tuh sacenggo langkah.
SumediTanjung,https://x.com/SumediTanjung/status/1790336690416226679,@lhayesno Ngak sanggup biayanya terlalu tinggi lebih baik pakai sepeda motor aja kemana pergi biaya murah.
KtbRizman,https://x.com/KtbRizman/status/1760801268065509376,@sociotalker Kedok utk menyerahkan bumi pertiwi kpd asing aseng knp semua hrs tiongkok apa gk ada negara lain
monmaap09,https://x.com/monmaap09/status/1749995411522437237,@mouldie_sep Pabriknya lagi kena kasus pencemaran polusi lagi ditutup dulu pabriknya. Makanya langit jkt biru akakak
Baliportal_news,https://x.com/Baliportal_news/status/1758676533592432722,Fitur Pintar Mobil Listrik NETA V Lebih Efisien Daya Baterai dan Nyaman dalam Berkendara https://t.co/7igPb3Y4Jw lewat @baliportal_news
wawa_huwa,https://x.com/wawa_huwa/status/1790262568269037625,@lhayesno Untung yg pake BBM sih..
HermanHermawan_,https://x.com/HermanHermawan_/status/1786734236705452254,@AzzamIzzulhaq Indonesia tidak akan pernah maju karena orang cerdas dan ingin memajukan bangsa ini sudah pasti akan di singkirkan.
adi_akkira,https://x.com/adi_akkira/status/1754100742779244671,@detikcom Jgn heran. Krn kita kan org kaya semua. Wkwkwkk
theWONGSO,https://x.com/theWONGSO/status/1750377465145606647,@detikcom Opung Luhut Musk sedang klarifikasi
kompascom,https://x.com/kompascom/status/1775079751067291682,Pebisnis rental mulai tertarik menyewakan mobil hybrid tapi tidak dengan mobil listrik berbasis baterai alias BEV. https://t.co/SlqMZk0MKT
hariankompas,https://x.com/hariankompas/status/1758112229008801960,Di IIMS 2024 BYD merilis harga resmi untuk mobil listrik yang dipasarkan di Indonesia. #Ekonomi #AdadiKompas https://t.co/w3Q1OYkZZe
kumparan,https://x.com/kumparan/status/1788382428270333989,Totalnya ada 9 ribuan mobil listrik Hyundai terdampak recall di Indonesia untuk pemutakhiran software pengisian baterai. https://t.co/EUhWBeBRdR
detikcom,https://x.com/detikcom/status/1751883377131639241,Tom Lembong merespon Luhut soal pengembangan baterai LFP bersama China di akun X. Begini respon Tom Lembong. https://t.co/aEUw9DOj2w
portal_komplex,https://x.com/portal_komplex/status/1760808332904759554,@sociotalker Berbaik sangkalah. Siapa tahu yang mau dibuat nanti garpu dan sendok plastik. Ya kan hari ini bilang nikel besok jadinya plastik bisa saja di rezim ini. 
ririsa064,https://x.com/ririsa064/status/1760839344066330946,@sociotalker The real antek asing
munnmamunn,https://x.com/munnmamunn/status/1790330803844784436,@lhayesno jangan lupa baterai itu jadi bahan pencemaran lingkungan yang sampai saat ini belum ada biaya murah untuk menanggulanginya 
tempodotco,https://x.com/tempodotco/status/1775422254865953076,8 Tips Mudik Pakai Mobil Listrik Agar Hemat Baterai https://t.co/P8QziUCUsb #TempoRamadan
kukuyuyuk,https://x.com/kukuyuyuk/status/1789273284464562628,@NOTASLIMBOY Para korban hype jadinya pada beli gengsi doang
kangfubaik,https://x.com/kangfubaik/status/1749994625685942563,@mouldie_sep kalo bapak punya saham nikel mungkin bisa jadi
kumpulanSBY,https://x.com/kumpulanSBY/status/1787315737235017746,Komunitas Motor Listrik Jatim Makin Banyak Tapi Penyediaan SPKLU Masih Kurang https://t.co/umV9kU1kG0
mnurihsan,https://x.com/mnurihsan/status/1750002780230848663,@mouldie_sep Ya karena mau ada bangun pabrik EV 
Swastamitaarun4,https://x.com/Swastamitaarun4/status/1780903733578350960,@SelebtwitMobil Ril min makannya aku gak punya EV/iphone karena aku rakyat jelata
PendhekDian,https://x.com/PendhekDian/status/1790274114424541320,@lhayesno Kalo Indonesia bisa produksi batere aendiri sgn masif paati jatuhnya lebih murah karena punya tambang nikel tembaga timah yg jadi masalah negara tidaak berdaya dalam mengelolah tambang2 tsb jatuhnya malah jadi bancakan penguasa bersama para cukongnya. Negara gak berdaya!
100kpjcom,https://x.com/100kpjcom/status/1775604723212759424,Beli Mobil Listrik VinFast Perlu Siapkan Uang Segini Untuk Sewa Baterai Per Bulan https://t.co/q3AwbObA0v
CNNIndonesia,https://x.com/CNNIndonesia/status/1795114592655597948,AS Segera Ketok Pajak Impor Mobil Listrik China Naik 100 Persen https://t.co/dFhMUeOQTC
amzzame,https://x.com/amzzame/status/1790516052893528501,@lhayesno Batere mobil tuh sama kayak batre elektronic device lainnya ga sih? Maksudnya yang kalo salah ngerawat bisa degradasi lebih cepet? Kayak misal kalo batre elektronik kan kalo sering sampe abis bis baru dicharge itu kan bikin cepet turun kapasitasnya. EV gimana batrenya?
maroonslegacy,https://x.com/maroonslegacy/status/1795747006838894608,ga tuh. tetangga kanan kiri gue baru beli mobil listrik.
VillageJaguar,https://x.com/VillageJaguar/status/1790266516421869706,@lhayesno Tp gak ada pajak tahunan. Cuma bayar 100rb utk SWDKLLJ dan admin 100rb
news24_coid,https://x.com/news24_coid/status/1791696787809677408,Jelang KTT WWF ke 10 Bali PLN Siapkan 52 SPKLU Layani Mobil Listrik Delegasi https://t.co/OAG0zNhITZ https://t.co/sjzLA9F43Y
officialinews_,https://x.com/officialinews_/status/1782655922789294569,PLN Bakal Sulap 2.000 Tiang Listrik Jadi SPKLU Pengisian Baterai Mobil https://t.co/sip0bYJXfY
SkuterisMilitan,https://x.com/SkuterisMilitan/status/1788419304985428476,@MuhadklyAcho Pas jalan kdg kaki naik ke aspal diklakson dr belakang jd turun lagi k tanah liat ada cewe di-catcalling pen gebukin mas2 jele eh ingat bs jd tersangka. Rebahan di rumah gada gangguan tinggal online minuman manis2 hari tua ngantri bpjs di RSUD pejabat berobat di SG. Siklus.
