username,tweet_url,full_text
ach_alfarisi,https://x.com/ach_alfarisi/status/1752616001487937874,@wisnusuryapr Emang logika di negri ini suka kebalik bolak
detikcom,https://x.com/detikcom/status/1791463682259730825,Polisi ungkap fakta baru kasus maling mobil benturkan korban ke tiang listrik di Bogor. Pelaku sudah incar lima mobil yang sudah dipasangi alat pelacak untuk dicuri. https://t.co/PJUjM5NBiW
c4pedbaldy,https://x.com/c4pedbaldy/status/1790411877023146177,@lhayesno Kirain bakal ada analisis lebih detail taunya cuma yaudhlah
pln_suluttenggo,https://x.com/pln_suluttenggo/status/1788436543230898684,Pilih sesuai electrizen pe kebutuhan neh! #PLN #PLNuntukIndonesia #PLNSuluttenggo #PLNMobile #UnleashingEnergyandBeyond #BUMN #PLNSuluttenggo #SPKLU https://t.co/NKyVyhHj3G
lintangcahya,https://x.com/lintangcahya/status/1790274124922982675,@lhayesno Ga usah dipikirin mas orang sudah mampu beli mobil listrik artinya dia mampu perawatannya juga se simpel itu.
ikyprima,https://x.com/ikyprima/status/1790542971584299437,@lhayesno Umur mobil 4 tahun jual 
damoniac,https://x.com/damoniac/status/1790738510930125275,PLN Bakal Tambah 111 SPKLU di Berbagai Lokasi Rest Area https://t.co/EArXL1gerf
Sapta_Combo,https://x.com/Sapta_Combo/status/1749637684170236216,@Kanseulir Ya taulah pesenan siapa?? Bapak batre Indonesia
papatongsquad,https://x.com/papatongsquad/status/1790863837836816668,@lhayesno Yang rumah nya di dataran tinggi naik gunung turun gunung ke nya bakalan cepet drop batre nya..
RovHarry,https://x.com/RovHarry/status/1790452381517287623,@lhayesno ternak belut listrik jadi gratis ngak perli bayar bulanan.. paling cuman kasih makan aja.. mash lebih murah.. ngak kena biaya ppn dll..
tasyarmh,https://x.com/tasyarmh/status/1743359566681981070,That s why kalo di kelas ditanya ttg subsidi mobil listrik sbg upaya pemerintah u/ isu perubahan iklim gw gk pernah setuju!! ⬇️Ini nih contohnya masa pemerintah cosplay jd seles mobil bjir Kebijakannya cuman buat kepentingan cukong.
DeAstorias75,https://x.com/DeAstorias75/status/1790318506178912470,@lhayesno Saya pemilik mobil listrik merek lain.. Sudah hitung perbedaan : 1. BBM (kalo harga mobil segitu normalnya pertamax yah) 2. Pajak 3. Maintenance
apankzz,https://x.com/apankzz/status/1790326391290159472,@lhayesno Jgn gitu ahh itungannya.. 6 tahun itu bukan berarti batre lgsg ga bs di pake.. tergantung bnyk hal.. ada yg msh 80% bagus..
rizalbakrie,https://x.com/rizalbakrie/status/1789130042611757411,@NOTASLIMBOY Kalau menurut saya sih lebih kepada persaingan bisnis di segmen EV semata. Utk tekhnologi bakalan terus mengalami kemajuan EV ini. Setiap permasalahan yg muncul di EV sekarang ini tentu pabrikan sudah mengumpulkan data yg akan menjadi solusi kedepannya.
herdyyudhaskara,https://x.com/herdyyudhaskara/status/1782300623125500415,@SelebtwitMobil Dulu banget beli ssd ocz vertex 240gb di harga 2.5 juta 
VIVAcoid,https://x.com/VIVAcoid/status/1794253211756642773,Sebelum Dijual Mobil Listrik China Ini Uji Coba di Jalan Gimana Hasilnya? https://t.co/QO3WmUM7dk
SelebtwitMobil,https://x.com/SelebtwitMobil/status/1774348818571763867,@ridwanhr EV 300 jutaan terbaik menurutku kayaknya ini mobil dg V2L termurah di Indonesia Cukup bermanfaat khususnya utk yg tinggal di daerah yg listriknya sering padam https://t.co/lTom7f7hG3
VIVAcoid,https://x.com/VIVAcoid/status/1784552279766671811,Daftar 5 Mobil Listrik Bekas yang Harga Jualnya Tinggi https://t.co/tbUVlJCHee
threadshopee,https://x.com/threadshopee/status/1773200979342540914,@convomf Dia tau ga sih harga mobil listrik Hyundai yang dia tabrak berapa? Belum yang lainnya
Bud_Cavalera,https://x.com/Bud_Cavalera/status/1754080677988102449,Kritik revisi uu kpk plng vocal Kritik omnibus law plng brutal Kritik ikn plng frontal Kritik tiket pesawat mahal plng sadis Kritik penanganan pandemi covid plng bengis Kritik subsidi mobil listrik plng nyaring Kritik ekspor pasir laut plng kenceng Jilat ludah paling menjijikan
biolahitam,https://x.com/biolahitam/status/1752586206121259484,Oh subsidi mobil listrik jauh lebih penting daripada pendidikan.
rumahalinsyiroh,https://x.com/rumahalinsyiroh/status/1774353687579955521,@ridwanhr Pak gub gak ada ya mobil murah2 yg bs diangsur ringan buat operasional yayasan tahun ke tiga nih antar jemput anak2 panti utk kursus make mobil pinjaman
Lasanna0,https://x.com/Lasanna0/status/1786561835690521006,@AzzamIzzulhaq dan sekarang sisa 30%an engineer anak muda di badan usaha tsb karena minimnya atensi stakeholdernya sisanya generasi senior yg menunggu masa pensiunnya.
1M_JUSTMAN,https://x.com/1M_JUSTMAN/status/1794158480565342332,@SelebtwitFess Hybrid mah gapapa kalo full mobil listrik kayak hyundai ioniq saranku jangan kecuali kotamu Surabaya jakarta dan sekitarnya
pln_jabar,https://x.com/pln_jabar/status/1785186837184889049,Arus Mudik dan Balik telah usai. Namun ada cerita menarik nih dari Dodi Prapanca salah satu pengguna Electric Vehicle (Kendaraan Listrik) di Arus Mudik kemarin. #PLN #PLNUntukIndonesia #ElectricVehicle #SPKLU #PLNJabar #BarayaUIDJabar https://t.co/vocxLL0pog
yudhoR,https://x.com/yudhoR/status/1790289438934999176,@lhayesno Tapi naik mobil listrik itu enak (banget). Jadi jangan samain kayak naik avanza. Kalo hitungan di atas itu lebih mahal dibanding pengeluaran mingguan saat ini ya anggep aja itu biaya upgrade mobil juga. Atau mau apple to apple ya bandinginnya sama konsumsi bbm mobil sport eropa.
KompasOtomotif,https://x.com/KompasOtomotif/status/1759119953167565009,Sebelum terkenal sebagai produsen mobil listrik BYD memulai langkahnya dengan menjadi produsen baterai. https://t.co/UX6f7NJmCG
detikcom,https://x.com/detikcom/status/1748194067803222435,Merek mobil listrik terlaris di dunia ini meluncurkan tiga mobil listrik sekaligus. Semuanya menggunakan baterai tipe Blade Battery. https://t.co/HdgQri01VT
AwanM3ndung,https://x.com/AwanM3ndung/status/1788419638554202215,@MuhadklyAcho Gibran aja gak mau jalan kaki maunya digendong bapaknya 
kura2giok,https://x.com/kura2giok/status/1788726728501961100,@MuhadklyAcho SEMBARANGAN!!! Jangan digeneralisir bahwa semua orang jalan 3 500 langkah per hari kemaren aja gue jalan 3 576 langkah!!!!
otosia,https://x.com/otosia/status/1794368343593672770,Trio Mobil Listrik Wuling Jadi Kendaraan Delegasi World Water Forum 2024 https://t.co/w1tDfu3xuj
100kpjcom,https://x.com/100kpjcom/status/1763506255543546349,Anak Buah Luhut Sebut Baterai Nikel Buat Mobil Listrik Kelas Atas Gimana LFP? https://t.co/Eqf30vKjSe
KompasTV,https://x.com/KompasTV/status/1760168788484673910,Diskon Pajak Mobil Listrik Berlanjut Pembeli Hanya Perlu Membayar 1 Persen dari Harga Jual https://t.co/zaUmXscqoY
ForHumBUMN,https://x.com/ForHumBUMN/status/1790952115818701304,PT PLN (Persero) melalui anak usahanya PLN Haleyora Power akan menambah 111 unit Stasiun Pengisian Kendaraan Listrik Umum (SPKLU) di berbagai ruas tol di Indonesia. https://t.co/WrddVImQ2K
CNNIndonesia,https://x.com/CNNIndonesia/status/1746329474449457598,Wuling Binguo Sah Dapat Subsidi Mobil Listrik Harga Turun Rp30 Jutaan https://t.co/Bjdk5GhXMB
Mas_Hario,https://x.com/Mas_Hario/status/1785286081967223126,@ridwanhr Wuling binguo dan air ev terdiam dipojokkan ngitung_ngitung harga baru.. 
kumparan,https://x.com/kumparan/status/1792345885411881124,Hadapi gempuran mobil listrik murah dari China Hyundai persiapkan Kona EV pakai baterai lokal dan bakal dijual terjangkau. https://t.co/2ZvLqUPUgc
bakuldvdglodok,https://x.com/bakuldvdglodok/status/1758730049925365932,Faktor yang bikin masyarakat merasa puas adalah oposisi yang tidak ada padahal imbas naiknya harga karena kebijakan-kebijakan yang dibuat pemerintah yang tidak pro dengan rakyat kecil menengah. Lebih lucunya pemerintah galak banget untuk subsidi mobil listrik.
FannyDesvia,https://x.com/FannyDesvia/status/1788432749583552918,@MuhadklyAcho Makasih ya mas Acho sudah disuarakan Dari kemarin juga banyak reels yg kontennya di negara lain jalan bisa puluhan ribu langkah tp giliran di negara sendiri deket aja pesen ojol 
hariankompas,https://x.com/hariankompas/status/1763546626302632378,Insentif itu memberikan berbagai keringanan pajak. Harapannya bisa menurunkan juga harga jual mobil listrik. https://t.co/sCcqTivCki #Ekonomi #AdadiKompas
zigizagto,https://x.com/zigizagto/status/1789885286643585122,@investorgabut Terima kasih masukannya semoga menyala selalu
bagjoz,https://x.com/bagjoz/status/1789315863474217278,@NOTASLIMBOY Dikira pabrikan mobil listrik gak mikirin batre yg di khawatirkan batre rusak batre rusak ngapain khawatir batre rusak yg khawatirin mah duitnya
EDH012,https://x.com/EDH012/status/1789333978841063738,@NOTASLIMBOY Gak tertarik beli EV mahal.
fabianjrit,https://x.com/fabianjrit/status/1774541036544721231,@ridwanhr Yg plg menarik di aspek garansinya sih. Walopun pasti ada t&amp;c nya. Cm pabrikan lain jg pikir2 mau nyamain. Krn komponen baterai yg cukup mahal dibanding komponen lain. Cocok utk mobil ke 2 sih ini. Hemat biaya!
detikcom,https://x.com/detikcom/status/1783440817635340450,Korban terluka di kepala setelah dibenturkan ke tiang listrik oleh pencuri mobil di Bogor. Polisi menyebut korban sampai saat ini belum sadarkan diri. https://t.co/SAE5s2JQ17
megane_brai,https://x.com/megane_brai/status/1785598483938074977,@ridwanhr Mobil gak dulu deh pak gub tapi kalo motor boleh deh. Worth it banget kalo motor listrik.
_jauhpergi,https://x.com/_jauhpergi/status/1774452880847905067,@ridwanhr Tampangnya itu loh sgt generik haduh haduh macam mobil NPC gta
mas_aro,https://x.com/mas_aro/status/1796005816358563853,@kumparan dagang kok ngeluh dia beli berapa jual berapa klo belinya ketinggian trs gk laku ya salah dia sendiri toh 
detikcom,https://x.com/detikcom/status/1775016054231589104,Dokter Dwi Fatimahyen dikejar warga dan polisi serta diteriaki pencuri mobil. Pengejaran berujung dokter Dwi menabrak tiang listrik. Dokter muda itu meninggal. via @detik_sumbagsel https://t.co/LBjMt6R0ZW
SahabatPLNJkt,https://x.com/SahabatPLNJkt/status/1789568290106532343,SPKLU sangat diperlukan untuk mendukung ekosistem kendaraan listrik. Ada beberapa jenis SPKLU salah satunya SPKLU Ultra Fast Charging. Meskipun saat ini sudah tersedia di banyak daerah di Indonesia ternyata SPKLU Ultra Fast Charging pertama ada di Bali lho! #PLN #PLN_Disjaya https://t.co/3cLptGkY4c
IsalCoy89,https://x.com/IsalCoy89/status/1788435239389585597,@MuhadklyAcho Gue rajin jalan kali kalo dikampung doang udara enak suasana asri.
kompascom,https://x.com/kompascom/status/1785227233722044561,Wuling turut mengumumkan bahwa mobil listrik Cloud EV sudah bisa dipesan oleh konsumen di Indonesia dengan estimasi harga Rp 410 juta. https://t.co/tDSFGdchwS
motorplusweekly,https://x.com/motorplusweekly/status/1794269923218530779,Vinfast Produksi Motor Listrik Tak Hanya Mobil Listrik Bakal Dijual di Indonesia? https://t.co/jPa0ITaA6Y
VIVAcoid,https://x.com/VIVAcoid/status/1795746712159690870,Toyota Gazoo Racing Tidak Akan Bikin Mobil Listrik di Masa Depan https://t.co/eYh4oHpGv8
detikoto,https://x.com/detikoto/status/1780154745820471545,Gokil! Isi Daya Baterai Mobil Listrik Ini Hanya Butuh Waktu 11 Menit https://t.co/hz91WfLXFM
detikcom,https://x.com/detikcom/status/1790693607705362493,AS umumkan kenaikan tarif untuk barang-barang yang berasal dari China. Tarif itu meningkat dari 25% jadi 100%. Semikonduktor sel surya baterai kendaraan listrik termasuk yang terkena dampaknya. https://t.co/2H3zlMIpGu
oritiro,https://x.com/oritiro/status/1785293019396341859,@ridwanhr Ini jd listrik juga kah pak Gub? https://t.co/zmIl378YfE
kompascom,https://x.com/kompascom/status/1792891983759077773,Meskipun sudah dibekali dengan baterai berkapasitas besar tapi mobil listrik tetap mengandalkan aki dan fungsinya juga sangat penting. https://t.co/Yc0A3UV4zC
BeeetheBoss,https://x.com/BeeetheBoss/status/1789444981146714311,@NOTASLIMBOY Yg jd masalah itu sebenarnya EV bekas.. pasar EV bekas gk ada yg mau beli.. jd kalo orang mau ganti EV baru bakal mikir EV lamanya jd barang rongsokan.
mujiandikpraset,https://x.com/mujiandikpraset/status/1788442376211726497,@MuhadklyAcho trotoar banyak lubang dan di buat parkir dan jualan
RWeejaya,https://x.com/RWeejaya/status/1789982524581576791,@investorgabut Belom punya garasi sok sok an beli mobil EV Rumah dalam gang sok sok an beli mobil EV Ngecasnya mau pake kabel rol...
uip3b_sulawesi,https://x.com/uip3b_sulawesi/status/1788074823052353852,Saat ini PLN sudah membangun 1.370 unit SPKLU 2.182 unit SPBKLU dan 9.886 unit SPLU di Indonesia yang terintegrasi dengan PLN Mobile. #PLNSiagaIdulFitri1445H #MudikAsyikPLN2024
IndraJatmiko8,https://x.com/IndraJatmiko8/status/1787005148092637502,@AzzamIzzulhaq Hopeless dengan Indonesia. Dengan begitu banyaknya ketidak normalan etika yg terus dinormalisasi. (Tidak terkait pemilu)
hahtukangkeong,https://x.com/hahtukangkeong/status/1794021330351964450,udah dibilang transum ni penting direvit semua tempat biar masy ngerasa nyaman aman dan mau terus2an pakeny. ni malah subsidi mobil listrik lagi tar macet ngeluh lagi. plr.
GATRA_com,https://x.com/GATRA_com/status/1775538754872344667,VinFast Umumkan Harga Langganan Baterai Mobil LIstrik https://t.co/u9on8jolxy
jalli_jail_,https://x.com/jalli_jail_/status/1790402020781986278,@lhayesno smoga mencerahkan... https://t.co/Tx2ZTz0GLT
sembarangaelah,https://x.com/sembarangaelah/status/1788427038757695997,@MuhadklyAcho itu yang nyurvei suruh coba jalan kaki dulu deh di Indo. biar ngrasain dulu 'rasanya' 
koensri,https://x.com/koensri/status/1786540582535639143,@AzzamIzzulhaq Istilah Era Tinggal Landas saat itu ternyata bukan sekedar slogan.
Prapto3x,https://x.com/Prapto3x/status/1789143485129609443,@NOTASLIMBOY Pada sadar gak sih merk jepang di Indonesia yang keluarin mobil listrik cuma Toyota Lexus dan Nissan...dan disitu penjualannya gak ada yang bagus apalagi Nissan
LUSlANNA,https://x.com/LUSlANNA/status/1781156599371034901,dpt subsidi mobil listrik jg gksi kalo begitu? sorry if this a silly question
TribunJualBeli,https://x.com/TribunJualBeli/status/1759484225856868817, Cek Daftar Harga Mobil Listrik di IIMS 2024 Termurah Dibanderol Rp 190 Juta Indonesia Internasional Motor Show (IIMS) merupakan pameran otomotif tahunan. Digelar pada 15-25 Februari 2024 di JIExpo Kemayoran Jakarta Pusat. https://t.co/0cLfUIrFvL lewat @tribunjualbeli
detikoto,https://x.com/detikoto/status/1747172806167818582,Mobil Hybrid Lebih Laris dari Mobil Listrik Meski Tanpa Subsidi Kenapa? https://t.co/xkIe6WUKys
squidwaaaarrd,https://x.com/squidwaaaarrd/status/1788426456256901390,@MuhadklyAcho Meanwhile gue yg seneng bgt soal jalan kaki kaya seru aja
Prapto3x,https://x.com/Prapto3x/status/1785520766433587626,@ridwanhr 10 tahun lagi apakah atpmnya masih ada ?
Ari_Berboedi,https://x.com/Ari_Berboedi/status/1788419469645402435,@MuhadklyAcho Bukan males jalan tapi males disuruh ikut ninja warrior
andika_ppoetra,https://x.com/andika_ppoetra/status/1785443960649118119,@ridwanhr Msih kayak squeeze gk pak gub rasa pedalnya yg facelift ini ? Di tunggu reviewnya
katadataoto,https://x.com/katadataoto/status/1795273930967769185,Meski dihadang impor mobil listrik China ternyata justru populer di kalangan usia milenial dan Gen Z Amerika https://t.co/5PlTW8F76w
veroaktivis,https://x.com/veroaktivis/status/1763758714698502180,@aldewatakoe Ya namanya demokrasi ya wajar ada yang berbeda dengan kebijakan pemerintah. Gak 100 persen pasti baik bisa aja salah . Misalnya subsidi pembeli mobil listrik vs mensubsidi kendaraan umum. Mana yang lebih baik?
Brahim_maldini,https://x.com/Brahim_maldini/status/1750410033165439001,@detikcom Udah dari 2021 keles..makanya ogah bangun pabrik di Indo ‍️ https://t.co/zV713DSDLL
pln_sulselrabar,https://x.com/pln_sulselrabar/status/1795346165074170011,Jalan-jalan ke Kota Surabaya Lanjut tamasya ke Pulau Bali Hi Electrizen di hari Selasa yang ceria Quiz Time hadir kembali . Hi Electrizen kira-kira mobil manakah yang paling cepat sampai ke SPKLU ya? kalau kamu tau jawabannya langsung tulis jawabanmu dikolom komentar ya! https://t.co/2V2nn6lkom
TukangJahitICT,https://x.com/TukangJahitICT/status/1785423833534722468,@ridwanhr Kalo dipakai setahun terus dijual ada yg mau beli gak?
jogmfs,https://x.com/jogmfs/status/1758325483006279958,Halo jog ada yg punya mobil listrik nggak ya? Berkenan buat dipinjem sebentar utk konten charging spot? Free charge juga mobilnyaa!! Thanks rep pls
reyshptr,https://x.com/reyshptr/status/1788409413516353673,@MuhadklyAcho Trotoar isinya ora jualan. Lamongan martabak nasgor sate dll dll gimana mau jalan kaki ya 
setyadi27,https://x.com/setyadi27/status/1751886006285123887,@detikcom Indonesia tidak perlu memaksakan LFP.. Bikin saja Baterei tenaga nuklir Dipakai seumur hidup tidak perlu isi ulang .
detikcom,https://x.com/detikcom/status/1793596485650747628,Meski harga resmi Neta V-II baru diumumkan namun Neta Indonesia mengklaim mobil listriknya sudah dipesan sebanyak lebih dari 200 unit. Via: @detikoto https://t.co/46VEuTIR4A
HMMurah3,https://x.com/HMMurah3/status/1763539854871421225,Thailand Petani Di Biayai Kerajaan Agar Komoditas Pertanian Maju Petani Sejahtera dgn ekpor Maju Pemerintah Tapi RI Subsidi Pupuk Petani Dikurangi Buat Subsidi Konglo Sawit Mobil Listrik Bangun KA Cepat China Penetapan Harga Gabah Petani Rp4500 di Pasar Tengkulak Rp 6500 Rp7500
idangz,https://x.com/idangz/status/1772503446308245606,@adnardn Justru duit mereka itu dari yang tidak bayar pajak ya. Marah tuh kalo duit pajak malah dipake buat subsidi mobil listrik ratusan juta.
checkblokes,https://x.com/checkblokes/status/1790678488594485519,@lhayesno Mobil bensin seenggaknya 15 taun masih idup. Apa lg yg produksi jepang minimal 20 taun masih aman
royliyah,https://x.com/royliyah/status/1790284451928592686,H+1 SPKLU (non-PLN) buka di Medan
idx_channel,https://x.com/idx_channel/status/1763210014355763566,Usai Luncurkan Mobil Listrik Huawei Ambisi Bikin Stasiun Pengisian Baterai Tercepat https://t.co/E06E5riXjb
politiknesiacom,https://x.com/politiknesiacom/status/1774466684574679231,Menperin Agus Gumiwang: Jika RI Produksi Baterai Sendiri Harga Mobil Listrik Bisa Turun Hingga 30 Persen https://t.co/KlAndFt9pQ
djokoscooter,https://x.com/djokoscooter/status/1788440740219277553,@MuhadklyAcho Tapi pas lebaran dimana notabene nya yg tersisa di jakarta emang orang asli yg udh tinggal lama di jakarta or gabisa mudik bisa dibilang almost gak ada yg ngelanggar peraturan lalu lintas. EMG PENYAKITNYA DI ORANG KAMPUNG TOLOL YG NUMPANG HIDUP DI JAKARTA MEREKA YG BIKIN GAK ENAK
auliaksd24,https://x.com/auliaksd24/status/1788410259599454256,@MuhadklyAcho Blm lagi kalo jalan kaki resiko ditabrak mobil krn pengemudi nya mabok frustasi liatnya
eedhmwn,https://x.com/eedhmwn/status/1788449899450638409,@MuhadklyAcho debu debu intan ga tuh *sambil pegangin encok yg mulai sakit2 wktu bangun tidur*
Rizkypyk,https://x.com/Rizkypyk/status/1783825085255799252,PLN mendapat apresiasi atas fasilitas SPKLU di Sumatra memberikan dukungan yang signifikan selama arus mudik Lebaran 2024 #PLNuntukIndonesia https://t.co/FtJc0PGbLC
Nicoadic,https://x.com/Nicoadic/status/1753292196185583714,@ainunrozi @tanyakanrl Sebenarnya udah ada subsidi lumayan gede tapi penerima manfaatnya terlalu banyak sehingga nominalnya juga akan berkurang. Lalu pengeluaran KAI juga terlalu besar ya efek BUMN selalu untuk jadi bancaan penguasa nyaris gaada BUMN yang sehat keuanganya
CecepLagi,https://x.com/CecepLagi/status/1790590480205627871,@lhayesno Teknologi masa depan kemdaraan adalah mesin hidrogen.
tangselupdates,https://x.com/tangselupdates/status/1783905686927352031,Kesiapan SPKLU PLN Diapresiasi Pemudik: Kehadiran sebanyak 1.299 unit SPKLU PT PLN (Persero) selama masa mudik dan balik Idul Fitri 1445 H dirasa sangat membantu para pemudik. Dengan tersebarnya lokasi-lokasi SPKLU ini pengguna https://t.co/PRkrBLOTPr via @kabar_tangsel
okezonenews,https://x.com/okezonenews/status/1795730694012043578,Bakal Meluncur di GIIAS 2024 Ini Penampakan Mobil Listrik China Pesaing TeslaÂ https://t.co/TmQVr0f4mn
investorgabut,https://x.com/investorgabut/status/1789883749879947295,Buat yg mo beli mobil jgn buru2 krn skrg trendnya udah beralih ke mobil listrik tp harga EV itu sendiri lg turun terus seiring meningkatnya pasokan di China sana malah sudah oversupply. Nanti akan ada masanya harga BYD atau bahkan Tesla cuma 100 jutaan baru deh kita beli.
kompascom,https://x.com/kompascom/status/1795254679225639274,Divisi performa Toyota yaitu Gazzo Racing atau GR belum tertarik mengembangkan mobil listrik performa tinggi. https://t.co/Z7ET1sLtnn
indragoenawan,https://x.com/indragoenawan/status/1788428189112688846,@MuhadklyAcho Kata mas yang itu ada solusi konkret? 
dyah_kunc,https://x.com/dyah_kunc/status/1753693155814481926,Subsidi mobil listrik masih jalan? 
zaalfaris,https://x.com/zaalfaris/status/1785618771358724265,Gelagapan cari spklu kalau pas kehabisan batere di jalan plus ngisinya lama
HistoriDunia2,https://x.com/HistoriDunia2/status/1746834137187860688,Pada tahun 1947 dua tahun setelah kekalahan Jepang di Perang Dunia 2 perusahaan mobil Jepang bernama Tokyo Electro Automobile Co.* mampu mengembangkan kendaraan listrik bernama TAMA yang dapat menempuh perjalanan sejauh 65 kilometer dengan satu kali pengisian baterai dengan https://t.co/Bs4J0WNSXo
civble,https://x.com/civble/status/1794089465520222565,PLN telah menyiagakan infrastruktur charging station sebanyak 52 unit yang terdiri dari 12 unit SPKLU Ultra Fast Charging 20 unit SPKLU Standard Charging dan 20 unit SPLU (Stasiun Pengisian Listrik Umum) generasi 2. #PLNuntukIndonesia #PLN #Info https://t.co/fVARqG0Vpl
TabletoskadonIm,https://x.com/TabletoskadonIm/status/1744277848305832001,Subsidi Mobil motor listrik? 
mindlipstick,https://x.com/mindlipstick/status/1786988796128694338,@AzzamIzzulhaq Rasanya sesak pernah bisa tp kemudian dilumpuhkan. Knp industri pesawat terbang kt dimatikan Pak? Krn kt bkn negara anggota pemilik Hak Veto PBB &amp; kt punya Presiden setelah Pak Harto &amp; Pak Habibie yg tdk punya orientasi utk menyelamatkan &amp; menyempurnakan konstitusi &amp; bangsanya.
HajiBajuri,https://x.com/HajiBajuri/status/1760746500349677734,@sociotalker Artinya Sendok dan Garpu listrik 
jonmamau,https://x.com/jonmamau/status/1760811607494660494,@sociotalker Hilirisasi sendok garpu.
vernandozz,https://x.com/vernandozz/status/1795939101868437861,@erasmus70 Skrg Mobil listrik impor diberi subsidi... kuranglebih aja permainan nya https://t.co/AWBe50JVRW
VIVAcoid,https://x.com/VIVAcoid/status/1769812543823110349,Menteri Bahlil Sebut Pabrik Baterai Mobil Listrik Pertama di RI Siap Produksi https://t.co/qjFRA9WWQs #Ramadan https://t.co/sKjqg2j8Yr
plndisjatim,https://x.com/plndisjatim/status/1788166815329440094,Electrizen Ternyata mengisi daya mobil listrik itu simple banget loh! Buat kamu yang mau punya mobil listrik wajib simak video diatas ya. Dengan langkah-langkah tersebut dulur semua bisa semakin mudah menggunakan SPKLU agar kendaraan listrik siap melaju! #PLNMobile #SPKLUPLN https://t.co/DcrDEeFQsS
firmaninside,https://x.com/firmaninside/status/1790347114389918121,@lhayesno Pindah ke transport umum aja
Samudra_Biru90,https://x.com/Samudra_Biru90/status/1785329891770339498,@kompascom udah kemahalan buatan cina lagi aaarrgh... . . .
nda_shendrayadi,https://x.com/nda_shendrayadi/status/1790331399389773948,@lhayesno 300jt pas mau beli batrenya pasti bimbang beli batre apa beli mobil baru lagi 
Bisniscom,https://x.com/Bisniscom/status/1794774138135208349,Eropa Was-was Biden Kenakan Tarif Tinggi Mobil Listrik 'Made in China' https://t.co/XhjjKfSXzK
apanyai2,https://x.com/apanyai2/status/1790308288900501856,@lhayesno Apakah sudah ada rencana pabrik pengolahan limbah baterai mobik/motor/sepeda listrik?
firmannurzaman,https://x.com/firmannurzaman/status/1790304183087980597,@lhayesno Ada EV kalo gak salah merk Vinfast mrk ada program cicil/sewa batre Rp1 5 atau 1 7juta per bulan. Jadi baterenya full garansi kalo rusak/soak langsung claim minta baru.
cj_1010_1414,https://x.com/cj_1010_1414/status/1788427179803701616,@MuhadklyAcho Saya suka jalan kaki. Tapi dianggap aneh
kompascom,https://x.com/kompascom/status/1795727669830746421,Domo Hybrid EV resmi meluncur siapkan layanan buat mobil hybrid dan listrik dari maintenance sampai ganti baterai https://t.co/awdzEpeJMp
WulingMotorsID,https://x.com/WulingMotorsID/status/1759035363723825435,Ini dia hal-hal yang perlu diketahui tentang baterai mobil listrik sebelum menggunakan kendaraan listrik. Yuk simak penjelasan baterai Air ev di sini! https://t.co/2K0BDu4ilj
kompascom,https://x.com/kompascom/status/1791640867922657646,Wuling menyebutkan kebiasaan menggunakan fast charging atau ultra fast charging bisa meningkatkan risiko menurunnya kesehatan baterai mobil listrik. https://t.co/JcotvmTmfi
convomf,https://x.com/convomf/status/1795067027633131730, CALLING FOR RESPONDEN Haii temen-temenn adakah disini yang punya mobil listrik? contohnya Wulling Air Hyundai Ioniq dll. Kalau ada apakah berkenan jadi responden skripsii akuu? Kalo ada replyy ya nanti aku ketuk dmnya Terimakasih semoga akan ada hal baik (cont..) https://t.co/PwmZYkihGp
f_yathir,https://x.com/f_yathir/status/1789189817248718849,@NOTASLIMBOY Sparepart mobil listrik itu nggak sebanyak mobil BBM tapi harganya jauh lebih mahal dibandingkan mobil BBM. Jangan dibeli.
Jajangbung5u,https://x.com/Jajangbung5u/status/1786402335964717405,@AzzamIzzulhaq Jati kasilih ku junti carita anhengna karuhun tinggal carita
Devterians,https://x.com/Devterians/status/1752548987482296824,@worksfess Kerja di Jakarta ya pake transportasi umum lah ada infrastruktur memadai tapi malah maunya pake kendaraan pribadi mobil pula hadeuh.
VIVAcoid,https://x.com/VIVAcoid/status/1785364635820187858,Voltron Hadirkan SPKLU Ultra Fast Charging di Living World Apa Saja Kelebihannya? https://t.co/KCZad38UHG
tanz_77,https://x.com/tanz_77/status/1786657398503186553,@AzzamIzzulhaq Repelita VI itu era tinggal landas wapresnya Habibie ...tp ya gitu malah kandas
willdidntsleep,https://x.com/willdidntsleep/status/1786463052805878010,@AzzamIzzulhaq Untuk engine jet nya produksi sendiri kah om? Atau pakai sistem OEM ngambil dari Rolls-Royce Pratt &amp; Whitney atau General Electric?
XWeb15,https://x.com/XWeb15/status/1788438992561783289,@MuhadklyAcho Lagi lagi inlander malas 
VIVAcoid,https://x.com/VIVAcoid/status/1795071744971321839,Beruntung Banget Orang Ini Dikasih Mobil Listrik Harga Miliaran Rupiah https://t.co/r13VBbmeWl
virgotiaaa,https://x.com/virgotiaaa/status/1750410385826738184,Ternyata proses menciptakan mobil listrik aja cenderung beri dampak buruk jg ke lingkungan..blm lagi industri
VIVAcoid,https://x.com/VIVAcoid/status/1793958897566527857,Daftar Kendaraan yang Kebal Ganjil-Genap Puncak Bogor Gimana Mobil Listrik? https://t.co/3KYWJTBASI
SugionoLil5245,https://x.com/SugionoLil5245/status/1775824901120888880,@detikcom Harta hanya titipan sementara dari Allah 
hariankompas,https://x.com/hariankompas/status/1790367494865363446,Seagull menjadi produk mobil listrik berbasis baterai buatan perusahaan China BYD yang membuat penasaran banyak orang. https://t.co/HPL1Y5gkX0 #VideoBerita #AdadiKompas
